university,id,timestamp,event_type,year
RUDN,32360,922933,1,2022
RUDN,32360,737328,0,2015
RUDN,32360,853180,1,2015
RUDN,32360,787396,0,2011
RUDN,32360,795546,1,2011
RUDN,32360,124438,0,2020
RUDN,32360,690443,1,2020
HSE,48106,328836,0,2008
HSE,48106,749685,1,2008
HSE,48106,49962,0,2014
HSE,48106,314564,1,2014
HSE,48106,334965,0,2015
HSE,48106,553221,1,2015
HSE,48106,262981,0,2017
HSE,48106,949383,1,2017
MIPT,16013,851239,0,2008
MIPT,16013,939826,1,2008
MIPT,16013,154183,0,2008
MIPT,16013,698430,1,2008
MIPT,16013,50462,0,2013
MIPT,16013,457310,1,2013
MIPT,16013,603721,0,2021
MIPT,16013,617307,1,2021
MIPT,16013,154794,0,2008
MIPT,16013,885930,1,2008
MIPT,16013,361849,0,2015
MIPT,16013,573007,1,2015
MIPT,16013,333689,0,2011
MIPT,16013,500529,1,2011
MIPT,16013,837492,0,2008
MIPT,16013,958136,1,2008
MIPT,16013,910646,0,2022
MIPT,16013,937135,1,2022
MSU,19898,965875,0,2015
MSU,19898,966772,1,2015
MSU,19898,513786,0,2009
MSU,19898,993024,1,2009
MSU,19898,895973,0,2021
MSU,19898,934254,1,2021
MSU,19898,705469,0,2015
MSU,19898,745067,1,2015
MSU,19898,95083,0,2012
MSU,19898,486498,1,2012
MSU,19898,138596,0,2017
MSU,19898,264451,1,2017
MISIS,10365,141886,0,2009
MISIS,10365,609538,1,2009
MISIS,10365,881704,0,2022
MISIS,10365,945737,1,2022
MISIS,10365,217269,0,2014
MISIS,10365,406266,1,2014
MISIS,10365,31361,0,2015
MISIS,10365,348703,1,2015
MISIS,10365,757562,0,2012
MISIS,10365,908350,1,2012
MISIS,10365,862278,0,2020
MISIS,10365,959773,1,2020
MISIS,10365,98177,0,2019
MISIS,10365,853220,1,2019
MISIS,10365,559974,0,2008
MISIS,10365,725498,1,2008
MISIS,10365,858134,0,2016
MISIS,10365,918499,1,2016
HSE,21944,582964,0,2018
HSE,21944,679520,1,2018
HSE,21944,916790,0,2015
HSE,21944,958225,1,2015
HSE,21944,276479,0,2019
HSE,21944,481068,1,2019
HSE,21944,771433,0,2009
HSE,21944,938288,1,2009
HSE,21944,807008,0,2011
HSE,21944,965805,1,2011
HSE,21944,636697,0,2010
HSE,21944,733516,1,2010
HSE,21944,465544,0,2020
HSE,21944,671498,1,2020
HSE,21944,172751,0,2011
HSE,21944,342612,1,2011
MSU,18089,32994,0,2021
MSU,18089,805764,1,2021
MSU,18089,850099,0,2013
MSU,18089,929544,1,2013
MSU,18089,852461,0,2022
MSU,18089,880665,1,2022
MSU,18089,101595,0,2015
MSU,18089,484080,1,2015
MSU,18089,495129,0,2008
MSU,18089,963777,1,2008
MSU,18089,303347,0,2011
MSU,18089,618815,1,2011
MSU,18089,718243,0,2009
MSU,18089,753785,1,2009
MSU,18089,176503,0,2018
MSU,18089,431852,1,2018
MSU,18089,435567,0,2018
MSU,18089,944513,1,2018
MSU,18089,678323,0,2015
MSU,18089,756468,1,2015
MIPT,35145,188680,0,2009
MIPT,35145,617939,1,2009
MIPT,44469,503511,0,2013
MIPT,44469,703341,1,2013
MIPT,44469,75283,0,2010
MIPT,44469,876852,1,2010
MIPT,44469,748020,0,2008
MIPT,44469,773660,1,2008
MIPT,44469,707406,0,2018
MIPT,44469,969434,1,2018
MIPT,44469,881867,0,2022
MIPT,44469,989124,1,2022
MIPT,44469,206732,0,2015
MIPT,44469,390994,1,2015
MIPT,44469,240415,0,2020
MIPT,44469,536448,1,2020
MIPT,44469,845236,0,2014
MIPT,44469,983294,1,2014
MIPT,44469,504901,0,2012
MIPT,44469,732993,1,2012
MSU,13224,476916,0,2020
MSU,13224,745401,1,2020
MSU,13224,654103,0,2011
MSU,13224,987656,1,2011
MePhi,16385,764470,0,2016
MePhi,16385,889935,1,2016
MePhi,16385,381559,0,2011
MePhi,16385,791217,1,2011
MePhi,16385,726410,0,2020
MePhi,16385,965492,1,2020
MePhi,16385,509895,0,2010
MePhi,16385,626372,1,2010
MePhi,16385,410253,0,2016
MePhi,16385,462522,1,2016
MePhi,16385,151553,0,2022
MePhi,16385,511274,1,2022
MePhi,16385,626949,0,2021
MePhi,16385,785140,1,2021
MePhi,16385,615598,0,2012
MePhi,16385,869351,1,2012
MIPT,12329,732553,0,2010
MIPT,12329,934766,1,2010
MISIS,43675,214551,0,2017
MISIS,43675,537446,1,2017
MISIS,43675,245224,0,2022
MISIS,43675,283600,1,2022
MISIS,43675,64102,0,2010
MISIS,43675,231130,1,2010
MISIS,43675,266054,0,2014
MISIS,43675,822491,1,2014
MIPT,24645,980455,0,2011
MIPT,24645,992358,1,2011
MIPT,24645,527875,0,2018
MIPT,24645,871640,1,2018
MIPT,24645,410793,0,2015
MIPT,24645,770228,1,2015
MIPT,24645,390168,0,2020
MIPT,24645,447629,1,2020
RUDN,47279,990603,0,2020
RUDN,47279,997447,1,2020
RUDN,47279,864438,0,2017
RUDN,47279,917536,1,2017
RUDN,47279,465067,0,2012
RUDN,47279,911019,1,2012
RUDN,47279,338589,0,2020
RUDN,47279,785549,1,2020
RUDN,47279,186345,0,2011
RUDN,47279,729010,1,2011
RUDN,47279,464195,0,2011
RUDN,47279,903708,1,2011
RUDN,47279,312566,0,2017
RUDN,47279,324082,1,2017
RUDN,47279,635082,0,2014
RUDN,47279,993609,1,2014
RUDN,47279,20322,0,2020
RUDN,47279,294464,1,2020
RUDN,47279,75569,0,2013
RUDN,47279,754968,1,2013
MIPT,22346,258128,0,2016
MIPT,22346,922240,1,2016
MIPT,22346,747173,0,2014
MIPT,22346,983137,1,2014
MIPT,22346,732030,0,2020
MIPT,22346,795406,1,2020
MIPT,22346,753847,0,2013
MIPT,22346,920480,1,2013
MIPT,22346,373444,0,2019
MIPT,22346,396466,1,2019
MIPT,22346,850941,0,2019
MIPT,22346,960799,1,2019
MIPT,22346,652280,0,2017
MIPT,22346,753335,1,2017
MIPT,22346,337326,0,2015
MIPT,22346,609797,1,2015
MIPT,22346,635589,0,2019
MIPT,22346,702809,1,2019
RUDN,4874,272580,0,2016
RUDN,4874,553338,1,2016
RUDN,4874,741769,0,2011
RUDN,4874,981266,1,2011
RUDN,4874,406835,0,2018
RUDN,4874,484458,1,2018
RUDN,4874,16218,0,2017
RUDN,4874,205011,1,2017
RUDN,4874,684668,0,2014
RUDN,4874,880405,1,2014
BMSTU,3881,101194,0,2022
BMSTU,3881,740516,1,2022
BMSTU,3881,504748,0,2014
BMSTU,3881,606951,1,2014
BMSTU,3881,707432,0,2013
BMSTU,3881,763766,1,2013
BMSTU,3881,648940,0,2008
BMSTU,3881,835332,1,2008
BMSTU,3881,817314,0,2017
BMSTU,3881,823772,1,2017
BMSTU,3881,819631,0,2021
BMSTU,3881,947720,1,2021
BMSTU,3881,448312,0,2011
BMSTU,3881,712378,1,2011
MSU,29830,160176,0,2017
MSU,29830,271630,1,2017
MSU,29830,622561,0,2022
MSU,29830,753062,1,2022
MSU,12353,521235,0,2011
MSU,12353,666630,1,2011
MSU,12353,130088,0,2014
MSU,12353,762825,1,2014
MSU,12353,903066,0,2008
MSU,12353,993989,1,2008
MSU,12353,366208,0,2012
MSU,12353,601230,1,2012
MSU,12353,640713,0,2021
MSU,12353,750421,1,2021
MSU,12353,714344,0,2017
MSU,12353,973109,1,2017
MSU,12353,529412,0,2020
MSU,12353,846931,1,2020
MSU,12353,890452,0,2010
MSU,12353,917664,1,2010
MSU,12353,444361,0,2021
MSU,12353,919963,1,2021
RUDN,12231,904464,0,2011
RUDN,12231,923158,1,2011
RUDN,12231,803952,0,2013
RUDN,12231,829063,1,2013
RUDN,12231,249738,0,2008
RUDN,12231,640074,1,2008
BMSTU,26570,21455,0,2008
BMSTU,26570,802028,1,2008
MISIS,36597,353461,0,2011
MISIS,36597,951652,1,2011
MISIS,36597,562204,0,2017
MISIS,36597,893577,1,2017
MISIS,36597,193184,0,2018
MISIS,36597,722061,1,2018
MISIS,36597,66593,0,2016
MISIS,36597,729668,1,2016
MISIS,36597,27979,0,2011
MISIS,36597,650724,1,2011
MISIS,36597,221442,0,2017
MISIS,36597,468066,1,2017
MISIS,36597,350917,0,2010
MISIS,36597,388189,1,2010
MISIS,36597,816329,0,2012
MISIS,36597,962219,1,2012
MIPT,5558,244960,0,2017
MIPT,5558,619156,1,2017
MIPT,5558,447334,0,2015
MIPT,5558,651836,1,2015
MIPT,5558,245277,0,2022
MIPT,5558,982370,1,2022
MIPT,5558,326190,0,2008
MIPT,5558,994414,1,2008
MIPT,5558,705630,0,2016
MIPT,5558,745004,1,2016
MIPT,5558,631862,0,2009
MIPT,5558,811842,1,2009
MISIS,9005,306962,0,2012
MISIS,9005,911630,1,2012
MISIS,9005,807623,0,2015
MISIS,9005,833200,1,2015
MSU,17422,767995,0,2019
MSU,17422,920892,1,2019
RUDN,24149,428458,0,2009
RUDN,24149,477404,1,2009
RUDN,24149,721476,0,2010
RUDN,24149,747057,1,2010
RUDN,24149,716413,0,2010
RUDN,24149,790565,1,2010
RUDN,37669,683383,0,2022
RUDN,37669,931876,1,2022
RUDN,37669,671479,0,2014
RUDN,37669,794035,1,2014
RUDN,37669,632635,0,2022
RUDN,37669,954367,1,2022
RUDN,37669,156782,0,2020
RUDN,37669,629093,1,2020
RUDN,37669,600591,0,2020
RUDN,37669,948865,1,2020
RUDN,37669,595879,0,2014
RUDN,37669,665209,1,2014
RUDN,37669,711666,0,2022
RUDN,37669,753184,1,2022
RUDN,37669,710654,0,2010
RUDN,37669,843075,1,2010
RUDN,37669,936512,0,2017
RUDN,37669,997058,1,2017
RUDN,37669,443141,0,2019
RUDN,37669,988061,1,2019
MePhi,40266,127798,0,2014
MePhi,40266,335180,1,2014
MSU,37469,422735,0,2013
MSU,37469,989945,1,2013
MSU,37469,807319,0,2012
MSU,37469,844243,1,2012
MSU,37469,228267,0,2012
MSU,37469,402734,1,2012
MSU,37469,586034,0,2015
MSU,37469,705215,1,2015
MSU,37469,300264,0,2022
MSU,37469,693065,1,2022
MSU,37469,297042,0,2016
MSU,37469,585092,1,2016
MSU,37469,890998,0,2017
MSU,37469,965852,1,2017
MSU,37469,113226,0,2019
MSU,37469,924846,1,2019
MSU,37469,174634,0,2013
MSU,37469,919956,1,2013
MSU,37469,781443,0,2012
MSU,37469,845126,1,2012
MSU,40575,779733,0,2017
MSU,40575,871326,1,2017
MSU,40575,76359,0,2014
MSU,40575,682297,1,2014
MSU,40575,174115,0,2021
MSU,40575,812305,1,2021
MISIS,20183,344339,0,2016
MISIS,20183,557149,1,2016
MISIS,20183,923022,0,2009
MISIS,20183,927613,1,2009
MISIS,20183,514967,0,2015
MISIS,20183,624493,1,2015
MISIS,20183,502370,0,2019
MISIS,20183,990676,1,2019
MISIS,20183,963873,0,2009
MISIS,20183,992135,1,2009
MISIS,20183,758779,0,2018
MISIS,20183,980695,1,2018
MISIS,23103,536860,0,2008
MISIS,23103,906834,1,2008
MISIS,23103,522817,0,2009
MISIS,23103,593870,1,2009
MISIS,23103,605898,0,2011
MISIS,23103,665670,1,2011
MISIS,23103,981762,0,2015
MISIS,23103,983949,1,2015
MISIS,23103,786627,0,2013
MISIS,23103,793533,1,2013
MISIS,34800,80918,0,2010
MISIS,34800,960212,1,2010
MISIS,34800,717282,0,2018
MISIS,34800,992046,1,2018
MISIS,43758,763721,0,2013
MISIS,43758,838980,1,2013
MISIS,43758,770884,0,2016
MISIS,43758,834779,1,2016
MISIS,43758,420395,0,2021
MISIS,43758,665559,1,2021
MISIS,43758,511086,0,2014
MISIS,43758,523808,1,2014
MISIS,43758,48999,0,2017
MISIS,43758,529915,1,2017
MISIS,43758,252699,0,2009
MISIS,43758,270453,1,2009
MISIS,43758,948164,0,2013
MISIS,43758,955224,1,2013
MISIS,43758,79673,0,2013
MISIS,43758,244118,1,2013
MISIS,22502,800146,0,2013
MISIS,22502,815625,1,2013
MISIS,22502,103245,0,2016
MISIS,22502,849643,1,2016
MISIS,22502,582135,0,2016
MISIS,22502,582647,1,2016
MISIS,22502,429940,0,2022
MISIS,22502,614048,1,2022
MISIS,22502,198290,0,2008
MISIS,22502,479505,1,2008
MISIS,22502,557552,0,2021
MISIS,22502,802835,1,2021
MePhi,22595,44055,0,2011
MePhi,22595,636200,1,2011
MePhi,22595,124555,0,2009
MePhi,22595,983133,1,2009
RUDN,45530,664313,0,2019
RUDN,45530,831003,1,2019
RUDN,45530,977330,0,2021
RUDN,45530,996989,1,2021
RUDN,45530,578050,0,2012
RUDN,45530,839120,1,2012
RUDN,45530,110969,0,2012
RUDN,45530,193474,1,2012
RUDN,45530,985537,0,2019
RUDN,45530,996728,1,2019
RUDN,45530,918128,0,2017
RUDN,45530,937335,1,2017
RUDN,45530,733732,0,2010
RUDN,45530,950208,1,2010
RUDN,45530,931515,0,2018
RUDN,45530,971488,1,2018
RUDN,45530,833009,0,2016
RUDN,45530,960506,1,2016
MePhi,35171,373606,0,2014
MePhi,35171,434216,1,2014
MePhi,35171,427094,0,2022
MePhi,35171,462327,1,2022
MePhi,35171,527795,0,2017
MePhi,35171,699780,1,2017
HSE,5781,913930,0,2017
HSE,5781,981587,1,2017
BMSTU,12890,745496,0,2014
BMSTU,12890,798023,1,2014
HSE,30807,684233,0,2022
HSE,30807,709153,1,2022
HSE,30807,825686,0,2011
HSE,30807,897411,1,2011
HSE,30807,368180,0,2009
HSE,30807,848612,1,2009
HSE,30807,404879,0,2017
HSE,30807,885762,1,2017
MISIS,45085,230355,0,2022
MISIS,45085,343901,1,2022
MISIS,45085,143231,0,2019
MISIS,45085,979126,1,2019
MISIS,45085,357592,0,2022
MISIS,45085,360295,1,2022
MISIS,45085,232707,0,2010
MISIS,45085,285913,1,2010
MISIS,45085,940803,0,2021
MISIS,45085,942085,1,2021
MISIS,45085,216891,0,2013
MISIS,45085,239127,1,2013
MISIS,45085,691968,0,2009
MISIS,45085,965236,1,2009
MISIS,45085,949385,0,2019
MISIS,45085,996266,1,2019
MISIS,45085,825607,0,2018
MISIS,45085,975164,1,2018
HSE,6864,351538,0,2020
HSE,6864,753291,1,2020
HSE,6864,589523,0,2009
HSE,6864,742146,1,2009
HSE,6864,725178,0,2017
HSE,6864,939149,1,2017
HSE,6864,659312,0,2022
HSE,6864,728824,1,2022
HSE,6864,851730,0,2022
HSE,6864,942116,1,2022
HSE,6864,718813,0,2015
HSE,6864,809532,1,2015
HSE,6864,111215,0,2021
HSE,6864,915930,1,2021
HSE,6864,611191,0,2015
HSE,6864,753615,1,2015
MIPT,42932,545765,0,2012
MIPT,42932,952923,1,2012
MIPT,42932,440935,0,2017
MIPT,42932,828388,1,2017
MIPT,42932,151830,0,2011
MIPT,42932,203928,1,2011
MIPT,42932,481694,0,2019
MIPT,42932,877404,1,2019
MIPT,42932,38035,0,2018
MIPT,42932,179040,1,2018
MIPT,40556,652409,0,2010
MIPT,40556,730952,1,2010
MIPT,40556,44600,0,2012
MIPT,40556,271369,1,2012
MIPT,40556,420153,0,2018
MIPT,40556,645137,1,2018
MIPT,40556,353022,0,2012
MIPT,40556,719483,1,2012
MIPT,40556,62699,0,2015
MIPT,40556,457144,1,2015
MIPT,40556,10674,0,2021
MIPT,40556,547720,1,2021
MIPT,40556,832484,0,2010
MIPT,40556,992470,1,2010
MIPT,40556,152964,0,2011
MIPT,40556,923819,1,2011
MIPT,40556,59045,0,2019
MIPT,40556,215595,1,2019
MIPT,40556,889733,0,2017
MIPT,40556,953462,1,2017
MIPT,18681,177264,0,2012
MIPT,18681,248496,1,2012
MIPT,18681,545908,0,2018
MIPT,18681,878090,1,2018
MISIS,10622,427234,0,2012
MISIS,10622,891224,1,2012
MISIS,10622,839695,0,2021
MISIS,10622,916655,1,2021
MISIS,10622,159262,0,2014
MISIS,10622,514543,1,2014
MSU,21357,725221,0,2022
MSU,21357,792836,1,2022
MSU,21357,210522,0,2017
MSU,21357,957051,1,2017
MSU,21357,575906,0,2010
MSU,21357,656803,1,2010
MSU,21357,615921,0,2008
MSU,21357,911180,1,2008
MSU,21357,850521,0,2015
MSU,21357,981807,1,2015
MSU,21357,234405,0,2008
MSU,21357,413085,1,2008
MIPT,3594,17656,0,2017
MIPT,3594,377969,1,2017
MePhi,44086,628633,0,2019
MePhi,44086,643331,1,2019
MePhi,44086,271617,0,2009
MePhi,44086,328338,1,2009
MePhi,44086,613293,0,2014
MePhi,44086,885529,1,2014
MePhi,44086,57588,0,2013
MePhi,44086,468271,1,2013
HSE,8496,142973,0,2013
HSE,8496,674906,1,2013
HSE,8496,276864,0,2014
HSE,8496,775758,1,2014
HSE,8496,676138,0,2012
HSE,8496,873198,1,2012
HSE,8496,603860,0,2018
HSE,8496,965676,1,2018
HSE,8496,812968,0,2012
HSE,8496,948948,1,2012
HSE,8496,436103,0,2008
HSE,8496,827021,1,2008
HSE,8496,103776,0,2013
HSE,8496,336670,1,2013
MSU,10886,500593,0,2015
MSU,10886,810624,1,2015
MSU,10886,683933,0,2019
MSU,10886,831350,1,2019
MSU,10886,914787,0,2008
MSU,10886,951012,1,2008
MSU,10886,312845,0,2021
MSU,10886,846313,1,2021
MSU,10886,448415,0,2011
MSU,10886,840951,1,2011
MSU,10886,429927,0,2012
MSU,10886,653500,1,2012
MSU,10886,473209,0,2014
MSU,10886,568685,1,2014
MSU,10886,52223,0,2016
MSU,10886,996632,1,2016
MSU,10886,44764,0,2022
MSU,10886,561533,1,2022
MSU,10886,798974,0,2015
MSU,10886,925238,1,2015
RUDN,36125,92293,0,2018
RUDN,36125,851178,1,2018
RUDN,36125,612632,0,2018
RUDN,36125,828029,1,2018
RUDN,36125,783282,0,2008
RUDN,36125,962242,1,2008
RUDN,36125,749323,0,2014
RUDN,36125,776209,1,2014
RUDN,36125,131838,0,2020
RUDN,36125,191413,1,2020
RUDN,36125,139417,0,2009
RUDN,36125,925957,1,2009
RUDN,36125,556956,0,2014
RUDN,36125,618065,1,2014
RUDN,36125,568746,0,2022
RUDN,36125,878271,1,2022
RUDN,36125,631946,0,2016
RUDN,36125,671124,1,2016
RUDN,36125,501465,0,2021
RUDN,36125,618658,1,2021
MIPT,17557,949612,0,2014
MIPT,17557,984741,1,2014
MIPT,17557,397977,0,2012
MIPT,17557,889218,1,2012
MIPT,17557,756639,0,2011
MIPT,17557,829584,1,2011
MIPT,17557,835401,0,2016
MIPT,17557,859197,1,2016
MIPT,17557,652331,0,2013
MIPT,17557,731565,1,2013
MIPT,17557,436385,0,2022
MIPT,17557,530887,1,2022
MIPT,17557,394913,0,2018
MIPT,17557,613861,1,2018
MIPT,17557,21607,0,2013
MIPT,17557,770066,1,2013
MIPT,17557,291693,0,2015
MIPT,17557,782389,1,2015
RUDN,38317,692109,0,2014
RUDN,38317,763566,1,2014
RUDN,38317,397839,0,2015
RUDN,38317,705432,1,2015
RUDN,38317,223662,0,2015
RUDN,38317,486343,1,2015
RUDN,38317,77919,0,2020
RUDN,38317,854082,1,2020
RUDN,38317,824053,0,2014
RUDN,38317,896667,1,2014
RUDN,38317,387096,0,2011
RUDN,38317,878901,1,2011
RUDN,38317,971991,0,2012
RUDN,38317,989955,1,2012
MIPT,2456,421923,0,2020
MIPT,2456,744932,1,2020
MIPT,2456,83684,0,2010
MIPT,2456,894859,1,2010
MIPT,2456,949735,0,2014
MIPT,2456,996488,1,2014
MISIS,42872,345668,0,2011
MISIS,42872,355611,1,2011
MePhi,24555,608639,0,2010
MePhi,24555,847893,1,2010
MePhi,24555,414532,0,2016
MePhi,24555,930074,1,2016
MePhi,24555,70160,0,2008
MePhi,24555,85552,1,2008
HSE,15131,699373,0,2013
HSE,15131,995669,1,2013
HSE,15131,399768,0,2014
HSE,15131,558718,1,2014
HSE,15131,976588,0,2014
HSE,15131,984660,1,2014
HSE,15131,411285,0,2009
HSE,15131,767498,1,2009
HSE,15131,751412,0,2010
HSE,15131,889638,1,2010
HSE,15131,950477,0,2018
HSE,15131,967620,1,2018
HSE,15131,391735,0,2011
HSE,15131,989356,1,2011
HSE,15131,347090,0,2014
HSE,15131,587376,1,2014
HSE,15131,176263,0,2015
HSE,15131,686547,1,2015
HSE,15131,965694,0,2020
HSE,15131,973913,1,2020
MISIS,16451,602650,0,2020
MISIS,16451,770022,1,2020
MISIS,16451,758513,0,2008
MISIS,16451,976572,1,2008
MISIS,16451,800657,0,2009
MISIS,16451,930097,1,2009
MISIS,16451,822989,0,2008
MISIS,16451,893376,1,2008
MISIS,2929,656448,0,2020
MISIS,2929,781549,1,2020
MISIS,2929,930524,0,2009
MISIS,2929,987705,1,2009
MISIS,2929,816155,0,2012
MISIS,2929,939190,1,2012
RUDN,46828,373300,0,2011
RUDN,46828,538527,1,2011
RUDN,46828,913513,0,2011
RUDN,46828,999028,1,2011
RUDN,46828,654991,0,2021
RUDN,46828,737606,1,2021
RUDN,46828,992141,0,2022
RUDN,46828,994599,1,2022
RUDN,46828,464315,0,2019
RUDN,46828,564921,1,2019
RUDN,46828,969182,0,2017
RUDN,46828,984677,1,2017
RUDN,3476,480043,0,2009
RUDN,3476,963168,1,2009
RUDN,3476,493466,0,2010
RUDN,3476,708531,1,2010
RUDN,3476,947355,0,2016
RUDN,3476,964817,1,2016
RUDN,3476,662769,0,2008
RUDN,3476,993135,1,2008
RUDN,3476,330714,0,2012
RUDN,3476,340231,1,2012
RUDN,3476,314986,0,2018
RUDN,3476,491767,1,2018
RUDN,3476,162014,0,2021
RUDN,3476,252084,1,2021
MISIS,6966,151467,0,2015
MISIS,6966,551305,1,2015
MISIS,6966,277429,0,2019
MISIS,6966,285185,1,2019
MISIS,6966,272029,0,2008
MISIS,6966,510656,1,2008
MISIS,6966,237050,0,2019
MISIS,6966,526839,1,2019
MISIS,6966,409272,0,2022
MISIS,6966,891131,1,2022
MISIS,6966,868575,0,2009
MISIS,6966,937742,1,2009
MISIS,6966,425509,0,2010
MISIS,6966,890563,1,2010
MISIS,6966,391879,0,2008
MISIS,6966,673885,1,2008
MISIS,6966,178694,0,2022
MISIS,6966,354416,1,2022
MISIS,6966,287823,0,2009
MISIS,6966,610111,1,2009
BMSTU,15012,85752,0,2019
BMSTU,15012,334005,1,2019
BMSTU,15012,459558,0,2010
BMSTU,15012,596602,1,2010
MISIS,1865,844451,0,2019
MISIS,1865,865464,1,2019
MISIS,1865,35673,0,2020
MISIS,1865,51080,1,2020
MISIS,1865,200943,0,2020
MISIS,1865,580124,1,2020
RUDN,24141,52788,0,2015
RUDN,24141,241123,1,2015
RUDN,24141,113166,0,2014
RUDN,24141,273483,1,2014
RUDN,24141,352196,0,2014
RUDN,24141,951271,1,2014
RUDN,24141,190756,0,2019
RUDN,24141,486145,1,2019
RUDN,24141,145855,0,2012
RUDN,24141,583718,1,2012
RUDN,24141,190716,0,2010
RUDN,24141,680009,1,2010
RUDN,24141,443761,0,2012
RUDN,24141,633383,1,2012
RUDN,24141,690898,0,2020
RUDN,24141,794238,1,2020
RUDN,24141,210948,0,2014
RUDN,24141,594434,1,2014
RUDN,24141,189816,0,2016
RUDN,24141,582167,1,2016
MISIS,3759,349286,0,2017
MISIS,3759,688864,1,2017
MISIS,38122,836336,0,2009
MISIS,38122,868828,1,2009
MISIS,38122,218625,0,2013
MISIS,38122,871598,1,2013
BMSTU,39747,49204,0,2016
BMSTU,39747,574886,1,2016
BMSTU,39747,865490,0,2016
BMSTU,39747,917503,1,2016
BMSTU,39747,827657,0,2018
BMSTU,39747,827664,1,2018
MePhi,8317,401705,0,2022
MePhi,8317,844139,1,2022
MePhi,8317,766540,0,2020
MePhi,8317,814633,1,2020
MePhi,8317,632276,0,2014
MePhi,8317,635607,1,2014
MePhi,8317,896801,0,2018
MePhi,8317,913245,1,2018
MePhi,8317,541424,0,2009
MePhi,8317,788253,1,2009
RUDN,2020,858645,0,2018
RUDN,2020,961761,1,2018
BMSTU,24465,251837,0,2015
BMSTU,24465,891790,1,2015
BMSTU,24465,990456,0,2017
BMSTU,24465,996960,1,2017
BMSTU,24465,91034,0,2011
BMSTU,24465,714296,1,2011
BMSTU,24465,254714,0,2014
BMSTU,24465,792934,1,2014
MePhi,32799,469523,0,2010
MePhi,32799,761358,1,2010
MePhi,32799,220460,0,2009
MePhi,32799,298074,1,2009
MePhi,32799,310273,0,2020
MePhi,32799,459233,1,2020
MePhi,32799,899658,0,2022
MePhi,32799,983786,1,2022
MePhi,32799,337955,0,2021
MePhi,32799,369609,1,2021
MePhi,32799,103004,0,2019
MePhi,32799,734919,1,2019
BMSTU,5073,826380,0,2008
BMSTU,5073,854867,1,2008
BMSTU,5073,719277,0,2009
BMSTU,5073,824353,1,2009
BMSTU,5073,50830,0,2016
BMSTU,5073,898251,1,2016
BMSTU,5073,602232,0,2014
BMSTU,5073,937255,1,2014
BMSTU,5073,29322,0,2021
BMSTU,5073,853621,1,2021
BMSTU,5073,744434,0,2018
BMSTU,5073,787369,1,2018
MePhi,21110,856720,0,2014
MePhi,21110,888230,1,2014
MePhi,21110,456101,0,2017
MePhi,21110,809195,1,2017
MePhi,21110,743099,0,2011
MePhi,21110,887134,1,2011
MePhi,21110,870475,0,2010
MePhi,21110,996393,1,2010
MePhi,21110,136291,0,2010
MePhi,21110,928409,1,2010
MePhi,21110,707336,0,2021
MePhi,21110,788624,1,2021
HSE,18735,860521,0,2015
HSE,18735,962095,1,2015
HSE,18735,853366,0,2021
HSE,18735,925734,1,2021
HSE,18735,796087,0,2012
HSE,18735,937296,1,2012
HSE,18735,418615,0,2016
HSE,18735,435155,1,2016
HSE,18735,449046,0,2013
HSE,18735,941181,1,2013
HSE,18735,276157,0,2015
HSE,18735,786316,1,2015
HSE,18735,434287,0,2019
HSE,18735,796684,1,2019
HSE,18735,373582,0,2009
HSE,18735,554473,1,2009
BMSTU,46650,514894,0,2022
BMSTU,46650,593757,1,2022
BMSTU,46650,515633,0,2014
BMSTU,46650,793476,1,2014
BMSTU,46650,676262,0,2016
BMSTU,46650,981481,1,2016
BMSTU,46650,53974,0,2021
BMSTU,46650,446507,1,2021
BMSTU,46650,861074,0,2011
BMSTU,46650,905474,1,2011
BMSTU,46650,259756,0,2011
BMSTU,46650,406065,1,2011
MIPT,14356,123646,0,2015
MIPT,14356,231857,1,2015
BMSTU,22506,275501,0,2016
BMSTU,22506,472697,1,2016
BMSTU,22506,337940,0,2011
BMSTU,22506,666411,1,2011
BMSTU,22506,161395,0,2022
BMSTU,22506,186494,1,2022
MSU,12679,965502,0,2010
MSU,12679,970700,1,2010
MSU,12679,106749,0,2016
MSU,12679,808649,1,2016
MISIS,31026,604967,0,2011
MISIS,31026,728854,1,2011
MISIS,31026,387857,0,2008
MISIS,31026,503103,1,2008
MISIS,31026,663249,0,2022
MISIS,31026,948529,1,2022
MISIS,31026,274108,0,2009
MISIS,31026,526386,1,2009
MISIS,31026,501094,0,2011
MISIS,31026,629471,1,2011
MISIS,31026,591620,0,2020
MISIS,31026,635322,1,2020
MISIS,31026,419996,0,2015
MISIS,31026,841258,1,2015
MISIS,31026,617278,0,2014
MISIS,31026,928946,1,2014
MISIS,31026,596953,0,2008
MISIS,31026,679900,1,2008
BMSTU,26849,412516,0,2009
BMSTU,26849,836955,1,2009
BMSTU,26849,448204,0,2016
BMSTU,26849,923533,1,2016
BMSTU,26849,938805,0,2022
BMSTU,26849,951789,1,2022
BMSTU,26849,512826,0,2011
BMSTU,26849,968584,1,2011
BMSTU,26849,410147,0,2010
BMSTU,26849,768418,1,2010
BMSTU,26849,88245,0,2013
BMSTU,26849,103359,1,2013
BMSTU,26849,483661,0,2019
BMSTU,26849,839098,1,2019
BMSTU,26849,500303,0,2014
BMSTU,26849,949891,1,2014
BMSTU,26849,483283,0,2020
BMSTU,26849,743694,1,2020
HSE,41531,41061,0,2018
