university,id,publication,year
BMSTU,24451,XFNFJLK0DB,2022
BMSTU,24451,YIQ1TOLSDX,2018
BMSTU,24451,SCKB913Z89,2008
BMSTU,24451,YYVMFOZVS5,2009
BMSTU,24451,8C5MQYPAU7,2018
BMSTU,24451,0CD4MP1VSE,2014
BMSTU,24451,T6Q7ASUD6Y,2009
BMSTU,24451,I2FG5AVTEU,2021
MIPT,44469,D905BSQTA1,2010
MIPT,44469,PNOWBOADXH,2021
MIPT,44469,22KW33XAWL,2018
MIPT,44469,EJR3RE7WJJ,2020
MIPT,44469,OR17ERAV0B,2021
MIPT,44469,1QZTYHN10M,2013
MIPT,44469,M6XRIMBFAQ,2019
MIPT,44469,X7AIVKLTRB,2020
MIPT,44469,M90OASE6U3,2018
MIPT,44469,WFYT6J7DEG,2015
MIPT,44469,97V1SWE0YR,2010
MIPT,44469,A8OG04RTA6,2012
MIPT,44469,5T48OZ8GT2,2017
MIPT,44469,E8MWTKZJEU,2020
MIPT,44469,EVGO6397F0,2008
MIPT,44469,8G2YYSQHPS,2015
MIPT,44469,IUS6Y3BFT0,2009
MIPT,44469,G1U86NUF1W,2011
MIPT,44469,39E4M7HU9O,2009
MIPT,44469,3NFYNMSH14,2019
MIPT,44469,FP4CPFNJZR,2015
MISIS,10604,XR8OAVB728,2008
MISIS,10604,I7HMAB3YV9,2013
MISIS,10604,RY558W303M,2016
MISIS,10604,AR7M89QJPX,2009
MISIS,10604,FSV0Q97X0M,2013
MISIS,10604,OAIOKRTDKW,2022
MISIS,10604,RJOKF17PU9,2020
MISIS,10604,O83LC8AS1F,2013
MISIS,10604,JOVGNU32QQ,2017
MISIS,10604,VMDBBHH262,2020
MISIS,10604,VK1J73UJUB,2009
MISIS,10604,8RL5TOFG78,2017
MISIS,10604,P9EX2KD2GQ,2012
MISIS,10604,EC6V0WD4IE,2018
MISIS,10604,7IN7WPULFY,2021
MISIS,10604,TNUX765TNJ,2013
MISIS,10604,1KSJW9ZLED,2017
MISIS,10604,GZZV6RE4GK,2019
MISIS,10604,DQ0RS5O81C,2010
MISIS,10604,MSVLRPX0IC,2013
MIPT,1783,MM40J4J1JV,2021
MIPT,1783,Z2IYIIAO7A,2020
MIPT,1783,18Z2J40H05,2018
MIPT,1783,8S5A8FV4WN,2011
MIPT,1783,XYCWQW2UT2,2021
MIPT,1783,4L7GNDGFY8,2013
MIPT,1783,LDVLOSG3BM,2020
MIPT,1783,JU8IVLROZN,2018
MIPT,1783,MQ8TW7IX24,2015
MIPT,1783,S95SWFE77Y,2011
MIPT,1783,KPG7RXVBPO,2015
MIPT,1783,W1C0KE9E26,2019
MIPT,1783,DN4RVAI4ZV,2022
MIPT,1783,AT9VMXOSB1,2019
MIPT,1783,XOAKM707HO,2012
MIPT,1783,IAD0DW04DL,2008
MIPT,1783,4RJT1YCXA9,2019
MIPT,1783,W7BPU5BSZH,2022
MIPT,1783,ILGWJ5H1T3,2019
MIPT,1783,G7NX5U77TR,2020
MIPT,1783,T7OHOZV70E,2018
MIPT,1783,YXJS1TXHU6,2014
MIPT,1783,XMP3OF6W16,2011
MIPT,14663,PNOKM259A8,2012
MIPT,14663,0R8XN2OIRT,2021
MIPT,14663,QYCB0UMPGS,2015
MIPT,14663,WT6RBPN02A,2014
MIPT,14663,UVRKOQMMOJ,2016
BMSTU,7971,5J1D267BKE,2010
BMSTU,7971,PULKGTE2WV,2021
BMSTU,7971,6M3KGIYN3Q,2021
BMSTU,7971,7UHVDYKOZI,2010
BMSTU,7971,Q8S2ILC4PN,2012
BMSTU,7971,I52IO2DROW,2021
BMSTU,7971,ROQGJVRG6K,2011
BMSTU,7971,6U3KQ253TW,2016
BMSTU,7971,3K1CEW0OZO,2017
BMSTU,7971,5W00A9LRMW,2015
BMSTU,7971,IE8FCW4U1Z,2008
BMSTU,7971,1C4CSB7KBO,2016
BMSTU,7971,OSEJ31S0GE,2013
BMSTU,7971,DUKE152NIY,2010
BMSTU,7971,3FF80C9VIH,2012
BMSTU,7971,6OJHC43G3J,2009
BMSTU,7971,TY2Z758R9D,2013
BMSTU,7971,Y271VMXUD5,2015
BMSTU,7971,MCMIUZV6S6,2020
BMSTU,7971,MVDXMGLBP8,2019
BMSTU,7971,02X9YO7PQ6,2013
BMSTU,7971,GSJ7281RJZ,2016
BMSTU,7971,S58KNRBB2E,2016
BMSTU,7971,7DJ8O5FF5S,2015
BMSTU,7971,EMDSGEB5VD,2010
BMSTU,7971,LEEB5NW0ZJ,2011
BMSTU,7971,PBSD8WOWKB,2019
BMSTU,7971,K9JK6R6HZB,2012
BMSTU,7971,O1M58I1P28,2012
BMSTU,27315,CWCXJ19JB8,2008
BMSTU,27315,NKN8SJARH4,2013
BMSTU,27315,504AZ1TIPU,2012
BMSTU,27315,M1Y1MC4AQW,2015
BMSTU,27315,XQJG7KJ728,2011
BMSTU,27315,2N333OZLRQ,2020
BMSTU,27315,NH4A8IYT9D,2016
BMSTU,27315,UJTOVNL0V7,2022
BMSTU,27315,5V5TWTKHJ4,2022
BMSTU,27315,M9JC3C07S3,2012
BMSTU,27315,STYGNCYGSJ,2019
BMSTU,27315,X69PYTJE9I,2016
BMSTU,27315,DNVH2AJIS1,2008
BMSTU,27315,02FFWNXFEV,2016
BMSTU,27315,32IGHTF7B6,2008
BMSTU,27315,6Q7MLQB6R1,2012
BMSTU,27315,HGP3KGYZRC,2009
BMSTU,27315,XME81IVC32,2008
BMSTU,27315,K85UGT9TLN,2012
BMSTU,27315,QIJUWIUVJB,2009
BMSTU,27315,YNKS5OA1TF,2017
BMSTU,27315,F2RN30F6BG,2017
BMSTU,27315,TL8JZAG16P,2008
BMSTU,27315,Y3RZ9QEWAI,2012
BMSTU,27315,3XLBTHO0FK,2013
MIPT,37605,5O5R0QSQWU,2017
MIPT,37605,3ZLQ52Y49X,2008
MIPT,37605,6TGT2V5TA7,2018
MIPT,37605,ZJ0H2IOYEH,2011
MIPT,37605,D58HT90AE0,2010
MIPT,37605,RA1ASSX4MW,2014
MIPT,37605,GH7AM3QTYL,2009
MIPT,37605,EVW5B1H7JZ,2010
MIPT,37605,RNZSD57CPT,2010
MIPT,37605,FU5YMHFYEH,2011
MIPT,37605,JS01RIF0NG,2020
MIPT,37605,WERG01Q3M8,2014
MIPT,37605,WPRA0KLR2O,2015
MIPT,37605,4ZBFSVPO9P,2013
MIPT,37605,0SB05WR6CX,2018
MIPT,37605,PJ7L17BA23,2018
MIPT,37605,ZT9YY5YIG6,2020
MIPT,37605,S57FWF4ZCQ,2015
MIPT,37605,0LKRHEYGEV,2009
MIPT,37605,213OFO1JRE,2018
MIPT,37605,T23C0T8GA7,2015
MIPT,37605,XWEHSILMPO,2016
MIPT,37605,AOIALK5TQB,2013
MePhi,1559,3ERVSQ1Z7F,2018
MePhi,1559,NN8CAOPQDS,2018
MePhi,1559,NEO80Y8MGY,2017
MePhi,1559,SQ7C0A9Z18,2010
MePhi,1559,CZF2JN8B68,2019
MePhi,1559,DG0K0VZSR1,2021
MePhi,1559,AQ40PYXG24,2018
MePhi,1559,2FF7HICNYG,2013
MePhi,1559,W84J4C5VE5,2019
MePhi,1559,MH62WGLGWQ,2008
MePhi,1559,P7SUM5WNCV,2010
MePhi,1559,YAGAVU4IW2,2015
MePhi,1559,KR9WM5LPX4,2010
MePhi,1559,XXH3OIH37I,2022
MePhi,1559,ZM8VRRV1C9,2021
MePhi,1559,DQ56KQMKUT,2019
MePhi,1559,RQB0S4LNT7,2008
MePhi,1559,7SWWJ38Q98,2015
MePhi,1559,8PNGA6W5ON,2013
RUDN,36125,YWX8U9O6HG,2014
RUDN,36125,J0SR9YBYP3,2018
RUDN,36125,8D2HG9B56S,2015
RUDN,36125,WBC1ZCMAKI,2022
RUDN,36125,BIPW2N0CF4,2022
RUDN,36125,00G5YPYR45,2008
RUDN,36125,PE33OI3ZZM,2014
RUDN,36125,PMQ5VIOJ83,2021
RUDN,36125,KAKV59G2GR,2010
RUDN,36125,1X4FU77FA9,2008
RUDN,36125,1KCRVJOJBE,2016
BMSTU,24465,JAHTVYOALY,2010
BMSTU,24465,A4SB4D0HVE,2015
BMSTU,24465,DVULN158I8,2009
BMSTU,24465,3M7ANNS39U,2009
BMSTU,24465,F5ECW23U3N,2015
BMSTU,24465,XWV8T2NWWE,2008
BMSTU,24465,FEQ3VZHFIL,2016
BMSTU,24465,0JDCPXTJZW,2011
BMSTU,24465,VDNAWJLL4C,2017
BMSTU,24465,1CGHDNGWC6,2018
BMSTU,24465,7W6G6LYXOQ,2009
BMSTU,24465,4NKQ6U4NO9,2009
BMSTU,24465,KFT3JK3P50,2010
BMSTU,24465,S9LD94WIMZ,2020
BMSTU,24465,WBWUJFOGOJ,2014
BMSTU,24465,WZBT59BAZK,2014
BMSTU,24465,4BPTZD9M21,2020
BMSTU,24465,W4LEVJRD16,2019
BMSTU,24465,3A9G0IX4V6,2011
BMSTU,24465,FMBHWEMARO,2008
BMSTU,24465,3SQ0R9IYM1,2021
MSU,21206,PLEV0J46ZM,2009
MSU,21206,NOA0KCKFA5,2021
MSU,21206,GER9CJ236D,2022
MSU,21206,YSAHB2X3PE,2020
MSU,21206,SK13GKQXN1,2015
MSU,21206,IJU23C3J0P,2013
MSU,21206,09KKKDZX9P,2022
MSU,21206,34NS3RU6HF,2013
MSU,21206,JQ9EQ3V8SI,2020
MSU,21206,HIBIVFVHOU,2009
MSU,21206,0AXRHERNJU,2014
MSU,21206,2I7JLMXW74,2013
MSU,21206,8E0GIO9IMM,2018
MSU,21206,X3WN475RO5,2019
MSU,21206,2UIBI1EOHC,2022
MSU,21206,K2816EBOGM,2012
MSU,21206,MDXFS78QD1,2012
MISIS,15964,K4KYQ1VL4T,2009
MISIS,15964,EPZP29PJBL,2017
MISIS,15964,LZAFCIJXMC,2009
MISIS,15964,FFP30FHX8F,2008
MISIS,15964,VM0JLKM22G,2008
MISIS,15964,2TUKRF92L4,2021
MISIS,15964,2UE28NM7IH,2012
MISIS,15964,876SFA8ICK,2017
MISIS,15964,A88KG0SIX8,2020
MISIS,15964,CZNY7IZK5A,2021
MISIS,15964,VCDGGWEZ6F,2015
MISIS,15964,K9LUTML1NH,2019
MISIS,15964,3ID8GG9VB2,2017
MISIS,15964,SDQQBH3R6A,2021
MISIS,15964,AIA8OX250V,2018
MISIS,15964,T4177M71Z5,2018
MISIS,15964,AMYI7A86PB,2012
MISIS,15964,IBPBDWXNLK,2009
MISIS,15964,O3LZEPGARW,2010
MISIS,15964,TP74J8OFH1,2020
MePhi,4225,4ZPFF49Z8C,2016
MePhi,4225,SFZR6261OU,2017
MePhi,4225,MRHNKXDJUI,2009
MePhi,4225,OUTWDFVBHA,2018
MePhi,4225,QB11IG7SY4,2011
MePhi,4225,JXG60P0PIT,2008
MePhi,4225,Z928W4ZHWR,2014
MePhi,4225,9VR1EQY4MT,2014
MePhi,4225,L4EMUIS00U,2010
MePhi,4225,2ND7QLLPL9,2022
MePhi,4225,AE97H4CUDB,2020
MePhi,4225,QNE82GHEOV,2016
HSE,46056,R3DVAF06YE,2019
HSE,46056,I9K0Q4TD42,2008
HSE,46056,WQM0MTK1ZY,2012
HSE,46056,06ETYRXPNO,2014
HSE,46056,3V6WB77RQL,2011
HSE,46056,QJ8MMSPL67,2019
HSE,46056,HZ2Z4ZRKBO,2012
HSE,46056,EFQGMQRFCO,2011
HSE,46056,ITOUILD35V,2013
HSE,46056,ED084MQ96D,2014
HSE,46056,ZEHFKYHKBX,2019
HSE,46056,RNM5F3SETW,2008
HSE,46056,TQMAGUK2MJ,2022
HSE,46056,E48H6QJJZT,2017
HSE,46056,RABR11G3VB,2018
HSE,46056,DQKC2O5XT4,2016
HSE,46056,AH93W9H4HY,2008
HSE,46056,7OOFW5L0KE,2018
HSE,46056,JGYD786752,2016
HSE,46056,R9XS8J08GK,2017
HSE,46056,PT8JXT09NT,2014
HSE,46056,IOIGOHRFVY,2022
HSE,46056,YJUK6EW06W,2015
MIPT,44796,89TBFR8SFC,2008
MIPT,44796,W5UOSTJ09Z,2016
MIPT,44796,VEELN19TJV,2012
MIPT,44796,U8CHGVR0T2,2022
MIPT,44796,VZ9HDK9O3K,2011
MIPT,44796,EAKQIZSB3B,2018
MIPT,44796,8U8QY4TBDQ,2013
MIPT,44796,9PB2X4EWAV,2009
MIPT,44796,WWNIWAN0ZZ,2013
MIPT,44796,P3JE9QN2DQ,2010
MIPT,44796,NHV8KPN34Z,2021
MIPT,44796,6068OJV34D,2015
MIPT,44796,SZZAKSBJZP,2009
MIPT,44796,68IW6JJ208,2020
MIPT,44796,YALU0L1K7A,2016
MIPT,44796,EX29VMTNEW,2021
MIPT,44796,U8D3UJFG5R,2018
MIPT,44796,HL39AKUSEM,2017
MIPT,44796,1GXY41YZZE,2021
MIPT,44796,4B3GUXUWPJ,2016
MIPT,44796,8WAW2FEIDW,2021
MIPT,44796,IIAJYD4TQ2,2020
MIPT,44796,PZ47P8AR0K,2021
MIPT,44796,MWVOG0A7XF,2017
MIPT,44796,HPOM872Q10,2021
MIPT,44796,XEDJJOV0S2,2018
MIPT,44796,XM2L0JQBDQ,2021
MIPT,44796,SB776CO5RZ,2011
MIPT,44796,3ONBD2JVKG,2018
MSU,41690,Z6HH9N1MWK,2014
MSU,41690,B5T2NHUM6Z,2018
MSU,41690,IMHW3LYM00,2010
MSU,41690,V0GFREGIO6,2016
MSU,41690,E6L3AWAJ9J,2018
MSU,41690,STX5IEA98X,2013
MSU,41690,TNCABYQZBY,2015
MSU,41690,LHVF5FNMR4,2016
MSU,41690,IMZUGREL5J,2009
MSU,41690,1FP31E6XLT,2012
MSU,41690,OJRLE4Y48V,2008
MSU,41690,QRIGYKO5NR,2014
MSU,41690,O53LZEJLS6,2012
MSU,41690,QQUHVM3W0U,2012
MSU,41690,OUUVB9F9WC,2010
MIPT,11018,NT241N3YUU,2015
MIPT,11018,Q8J1BV9FCH,2016
MIPT,11018,52H82VJIR1,2014
MIPT,11018,X5YP0UHFOP,2009
MIPT,11018,H153MADCRE,2021
MIPT,11018,5XA88GMZ4W,2017
MIPT,11018,W7LMLRLWM7,2022
MIPT,11018,8013VUIV1Z,2021
MIPT,11018,8N0HMCBAJP,2022
MIPT,11018,4BW1XMS7V6,2021
MIPT,11018,9WBW7LS809,2021
MIPT,11018,ZC79MTA6S9,2008
MIPT,15284,30CU8UHUY6,2016
MIPT,15284,ZAPMIOMXAO,2011
MIPT,15284,AS7CNYLXT4,2009
MIPT,15284,BEAG49A316,2012
MIPT,15284,G356UQTLAA,2020
MIPT,15284,KEFXD10SDJ,2009
MIPT,15284,NBOOECIJKM,2014
MIPT,15284,HN1P9P8THX,2013
MIPT,15284,8X7SBN9DFE,2018
MIPT,15284,0IGFNX91IA,2021
MIPT,15284,L4ASFN1M14,2020
MIPT,15284,5SY634NQJ8,2019
MIPT,15284,ZXWVNC6CYT,2008
MIPT,15284,0D0V6OMOBR,2019
MIPT,15284,BIBXGEJT2O,2010
MIPT,15284,56AUXFJVOD,2011
MIPT,15284,NPZWS1NW7Z,2018
MIPT,15284,PZB8CK1G6Q,2014
MISIS,42434,V6DX3NA52B,2018
MISIS,42434,0KPHFZCEK3,2022
MISIS,42434,SVZTY94LJL,2022
MISIS,42434,YBJELHJK9K,2018
MISIS,42434,B8MZNB7WNF,2012
MISIS,42434,ACVZCAJRJ1,2009
MISIS,42434,9JK9YIMB9E,2018
MISIS,42434,8TI28GB66J,2022
MISIS,42434,U5ZSSS88PJ,2019
MISIS,42434,HCWHH4HSX3,2019
MISIS,42434,M3PIOYVJLM,2011
MISIS,42434,6CVCZJREGT,2016
MISIS,42434,KNF5CIE9HF,2022
MISIS,42434,RL0U4GISP9,2014
MISIS,42434,9PJJTHFHMT,2021
MISIS,42434,4F5XNT4PTH,2016
MISIS,42434,U6LFIIA27P,2018
MISIS,42434,7LTZVZD28V,2013
MISIS,42434,8ENPIQ7DQU,2012
MISIS,42434,H0N1U8ID9T,2016
MISIS,42434,IE7I09DMM9,2010
MISIS,42434,UD0A36MANW,2022
MISIS,42434,MU9VH2LFME,2012
MISIS,42434,N6JNUOT9QG,2019
MISIS,42434,5DON1T4ZYR,2016
MISIS,42434,EQP7MGQREU,2022
MISIS,42434,W872F9RTMB,2008
MSU,31739,4R0FFBMR7C,2020
MSU,31739,MN5HTM94B6,2012
MSU,31739,JLD7LJ5RH0,2019
MSU,31739,CMZFXZ9E9X,2009
MSU,31739,PNU8A88165,2008
MSU,31739,REBR8VKUO1,2008
MSU,31739,LILLCZJI77,2009
MSU,31739,NGSPH2UJNW,2015
MSU,31739,2RTIMC28VG,2010
MSU,31739,HD593MNZGU,2022
MSU,31739,FPN4BWPYW3,2012
MSU,31739,H0NBYIKMMW,2008
MSU,31739,FKFWEUQTHJ,2016
MSU,31739,GOX3QDQTLL,2020
MSU,31739,MS0UEWY7CN,2016
MSU,31739,JRJ4B5LNGE,2009
MSU,31739,QRREC9AOK7,2015
MSU,31739,4LNP6QCN2V,2017
MSU,31739,PUEIX3SX6S,2019
MSU,31739,66AVZ47OBQ,2019
MSU,31739,QO8AS5EM4Y,2022
MSU,31739,HY31JV66VT,2014
MSU,31739,82EJW1R2P7,2008
MSU,29542,BOPQ6MNHQN,2017
MSU,29542,DDMSNOH9GM,2021
MSU,29542,G2LN8A4C6Q,2011
MSU,29542,JORDAZRHBD,2019
MSU,29542,S7HB81GE0S,2020
MSU,29542,UZMSWSV2GF,2021
MSU,29542,Z426YLMXEE,2010
MSU,29542,SKN3IYH9GQ,2008
MSU,29542,T96NPYNLUL,2020
MSU,29542,KP7VH3A3EH,2017
MSU,29542,DW9GNTECFJ,2017
MSU,29542,DWXZJVVKQ2,2018
MSU,29542,NNNFGFI7PN,2021
MePhi,46994,HC9Q6MGBBT,2019
MePhi,46994,XLT40P9554,2015
MePhi,46994,JW80HJ4U8H,2015
MePhi,46994,XG3875KRTC,2011
MePhi,46994,5QQ7KV6UDY,2014
MePhi,46994,M157XGGDYT,2016
MePhi,46994,O6IGPPW19A,2019
MePhi,46994,8CLI0UDO95,2016
MePhi,46994,B0FCUJC2IO,2020
MePhi,46994,5XMBAQJH2E,2008
MePhi,46994,PDRQEKADOQ,2016
MePhi,46994,QUBXTFIZ7F,2011
MePhi,46994,K0YTO7WQT3,2012
MePhi,46994,H54X6WFE0W,2016
MePhi,46994,6RSG52TMG6,2009
BMSTU,41603,U8VJ01SH7O,2012
BMSTU,41603,E8ZLGJGWY8,2019
BMSTU,41603,D90KD8AXYQ,2014
BMSTU,41603,MKHJDHQLGO,2014
BMSTU,41603,UOKBUFGRRD,2017
BMSTU,41603,3BPF1P5NGF,2013
BMSTU,41603,5P02WJEHWG,2013
BMSTU,41603,J8X486WPM6,2022
BMSTU,41603,9071SXOGV5,2018
BMSTU,41603,HFUM8DER1P,2013
BMSTU,41603,1ZTEW71027,2019
BMSTU,41603,Q9V0PSATI6,2022
BMSTU,28884,JVS5REU3PM,2013
BMSTU,28884,VIRWZOVC4F,2010
BMSTU,28884,WB9BHQKQ8G,2017
MIPT,41166,Y0LE86I730,2017
MIPT,41166,U88X7ZRPJH,2022
MIPT,41166,D74FL76ECB,2020
MIPT,41166,XZFBYO3AT3,2017
MIPT,41166,KF7PD0IWQ9,2009
MIPT,41166,RRI0KOZ2NK,2019
MIPT,41166,CM0M488FOU,2015
MIPT,41166,HFY2ESOUEM,2011
MIPT,41166,T3A6M9E4XL,2013
MIPT,41166,OTD7VD45RN,2012
MIPT,41166,0EE22AFOX9,2018
MIPT,41166,SWF1G2ZUY6,2014
MIPT,41166,MV40HACPEX,2015
MIPT,41166,J284MXPA2D,2017
MIPT,41166,HUVKOEWUHZ,2022
MIPT,8791,GXIGCZHV56,2011
MIPT,8791,HI7NBDLX1X,2011
MIPT,8791,YPEYK0HUBM,2019
MIPT,8791,EDDRUBID71,2011
MIPT,8791,ULRZN26M3T,2017
MIPT,8791,NIK7M7XJAE,2008
MISIS,43950,Y1LY2X98TY,2019
MISIS,43950,Y4EHMM1T9G,2009
MISIS,43950,O4S8O0KVDK,2008
MISIS,43950,LAFYP1NLDK,2015
MISIS,43950,JFUQH0S4RV,2011
MISIS,43950,ISRIY1FPAV,2022
MISIS,28008,HEP7OSI8EI,2021
MISIS,28008,6WVXUY3I8V,2008
MISIS,28008,AE80FUDIMV,2018
MISIS,28008,S9HEZVYNSD,2008
MISIS,28008,G62ZSS8UII,2015
MISIS,28008,BRI41PAVCZ,2018
MISIS,28008,I8RPLYJKW8,2021
MISIS,28008,3ONJE50QO1,2014
MISIS,28008,6A1T61AU5W,2020
MISIS,28008,18D6NPDF6I,2017
MISIS,28008,KHS9RVCMOC,2009
MISIS,28008,579EPNOY6L,2015
MISIS,28008,EZJ49B1RA1,2008
MISIS,28008,GBTLSO6KYY,2019
MISIS,28008,N72XOKBLNT,2015
MISIS,28008,KNDN4VB791,2016
MISIS,28008,5DQEG95Z54,2008
MISIS,28008,2KUZ8PL2LP,2010
MISIS,28008,O2MSSTGPS5,2013
MISIS,28008,QU24L1Y7OK,2018
MISIS,28008,3D6UXCK17M,2008
MISIS,28008,YEJVCLJOV3,2016
MISIS,28008,ZCCORDHXLR,2019
MISIS,28008,3IQ1L6NKAV,2015
MISIS,28008,JX7HRPXTTF,2010
MISIS,28008,Q87ZVQ90ZE,2012
MISIS,1564,ZKBLZ4J3ZV,2022
MISIS,1564,R2O2Q6F7X1,2017
MISIS,1564,Z3HYL9K8IA,2015
HSE,34261,7AYB1T8J6K,2020
HSE,34261,NTEJHF9WHE,2008
HSE,34261,VZ1MK0HPYV,2012
HSE,34261,MGZVHBGLMG,2011
HSE,34261,8WVE2GHC5I,2008
HSE,34261,AFSVX5LKCR,2016
HSE,34261,R2W1JA9EHM,2008
HSE,34261,8AGWRTWK73,2009
HSE,34261,71PHWR3C8Y,2014
HSE,34261,L3BLVEHC9D,2011
HSE,34261,9N6MDB3JCB,2019
HSE,34261,HZ5ZO3KOM3,2017
HSE,34261,55RMUMI30R,2015
HSE,34261,EMXMAWNBSC,2016
MISIS,33375,YEWZZK1BYR,2021
MISIS,33375,YCWGN0Y4NG,2020
MISIS,33375,409W2FVDGT,2012
MISIS,33375,P587IGO534,2011
MISIS,33375,CJZPP3ZT67,2011
MISIS,33375,8CEHUYT80Y,2019
MISIS,33375,PBE7E4HOA1,2018
RUDN,4874,KT1Y2B4APV,2009
RUDN,4874,AJP0LWBRKU,2022
MISIS,23969,N71FILJHHS,2011
MISIS,23969,X4IM1KS3XS,2010
MISIS,23969,RPTY3X3AAW,2020
MISIS,23969,Z2D6D6POYR,2011
MISIS,23969,ZGIOAA30GT,2010
MISIS,23969,70PLEDH5BI,2016
MePhi,45649,3SJOMQE0LE,2014
MePhi,45649,11K7G8797X,2013
MePhi,45649,K6X439TJX4,2015
MePhi,45649,8P4RHS589G,2016
MePhi,45649,YVXDDD71EQ,2012
MePhi,45649,LKKWBWO5TT,2013
MePhi,45649,85Z8WZ0HRA,2010
MePhi,45649,EAEI0EHEWY,2008
MePhi,45649,AZRJ2O3G2K,2012
MePhi,45649,KDP76ER5G7,2016
BMSTU,26757,L71WFSG3JJ,2008
BMSTU,26757,ECVC1992LV,2012
BMSTU,26757,31OBZS528T,2008
BMSTU,26757,19NXYQNNYM,2016
BMSTU,26757,KXI267FGPB,2009
BMSTU,26757,YV3I5M1RVP,2010
BMSTU,26757,3FEOFEDZYI,2015
BMSTU,26757,6YSW4K1Q5E,2008
BMSTU,26757,QGKFL1GM7V,2013
BMSTU,26757,5K9YUMYEHB,2022
BMSTU,26757,CFWB9UGU2T,2017
BMSTU,26757,DZYCR7R71H,2011
BMSTU,26757,0A5IB06M07,2016
BMSTU,26757,W5Q9M72KRB,2022
BMSTU,26757,R6V7F2PJA5,2008
BMSTU,26757,V16I3185UI,2016
BMSTU,26757,5JM44HHFVW,2019
BMSTU,26757,J5R7C1KCAS,2022
BMSTU,26757,ZH53DYJTMB,2009
BMSTU,26757,8FJ19G8L6E,2015
BMSTU,26757,6M6ZJQBY4G,2009
BMSTU,26757,5NFXFR0N91,2020
BMSTU,26757,8RA24TBLEO,2017
HSE,39022,UOWVA3G5MA,2019
HSE,39022,KDK1DQK0RE,2022
HSE,17561,J6CRQ0I641,2017
HSE,17561,ZHETMUC9QC,2014
HSE,17561,LB7T5B9TFL,2013
HSE,17561,BZBKT3A1F2,2020
HSE,17561,UMLSC5JLD8,2013
HSE,17561,2VHSWU376R,2022
HSE,17561,AEISD8KZX4,2016
HSE,17561,S4H1BZMFTB,2017
HSE,17561,26KT9VIV40,2022
HSE,17561,C273QKUOUJ,2013
HSE,17561,7UK9YT3F45,2015
HSE,17561,CJPWSBBZD6,2015
HSE,17561,3NDQKFMNV6,2014
HSE,17561,QDV4Y6V1LS,2010
HSE,17561,DP3VY2QNEU,2020
HSE,17561,MNE0N23DX6,2008
HSE,17561,A0NXUF02HP,2011
HSE,17561,DYTKS6KZY7,2015
HSE,17561,6M3VVU0SZZ,2013
HSE,17561,QFAED5MACF,2011
HSE,17561,P00J5A2DHS,2008
HSE,17561,43JZF350V3,2021
HSE,17561,R5G7272UDZ,2017
HSE,17561,H3P8Q7425Y,2017
HSE,17561,XUBAIXH5M6,2019
HSE,17561,I3L7LL6SWQ,2021
HSE,17561,L3GTKQSJ1J,2014
RUDN,14568,1ULSWHXOPU,2019
RUDN,14568,D88GC6FZ0Q,2018
RUDN,14568,IUAXAZVVDG,2009
RUDN,14568,SG7V6U43UB,2020
RUDN,14568,H1C9KIOBKS,2018
RUDN,14568,23EDEYQTEQ,2013
RUDN,14568,DMLWSYZSRI,2010
RUDN,14568,FJYBTCM6IO,2010
RUDN,14568,I8R1TZV3B6,2020
RUDN,14568,58W0STM8WY,2016
RUDN,14568,285MY3VN67,2011
RUDN,14568,CCXOYGVC1Y,2014
RUDN,14568,IEL48GSYYO,2016
RUDN,14568,E8W759NS0P,2012
RUDN,14568,X4FYEC6PUA,2018
RUDN,14568,LVZKKPFM9S,2010
RUDN,14568,USUAF861LU,2012
RUDN,14568,TADJ349NY7,2014
RUDN,14568,NMSPUFPN1J,2018
RUDN,14568,XKH4PKT1V7,2013
RUDN,14568,TSMKABS1RR,2017
RUDN,14568,T57B7U1F4O,2021
RUDN,14568,MD3ZXB10JU,2017
RUDN,14568,7ZQ6LMDERV,2013
RUDN,14568,2CHSJS0GNG,2008
RUDN,14568,FOII29C26G,2012
RUDN,14568,NCXPHOYK1P,2008
RUDN,14568,2UVPJCG7QS,2018
RUDN,14568,8TVPQOZD6D,2019
RUDN,14568,442Z2Q7HII,2014
MIPT,19552,2QPVNJ8PGZ,2014
MIPT,19552,M4XK3XDAYH,2015
MIPT,19552,CMKVR928Y2,2019
MIPT,19552,0KIWUJRXPZ,2010
MIPT,19552,NI4E5O6412,2008
MIPT,19552,CUXOXUSA6F,2014
MIPT,19552,MU1CL1BZWY,2018
MIPT,19552,UEN1H3KU02,2018
MIPT,19552,XAQ1Y3AWIW,2008
MIPT,19552,IDG5YYE6BU,2008
MIPT,19552,GRVANYR9NY,2010
MIPT,19552,N6W8XC5FWI,2013
MIPT,19552,XH2MHSW7SB,2019
MIPT,19552,QI1OV57EW0,2018
MIPT,19552,Q3ZI81TAD3,2019
MIPT,19552,6YFRF3BEGU,2013
MIPT,19552,9NP62T3ZCL,2018
MIPT,19552,HTZAZHXP1V,2018
MIPT,19552,3Q8JNLUWNP,2015
MIPT,19552,GKGVU17QK2,2017
MIPT,19552,J3CQBOHX2R,2016
RUDN,24153,KO70BF4VWT,2013
RUDN,24153,YEJZKJPI1A,2012
RUDN,24153,BNPWIYPR85,2019
RUDN,24153,KHQ2ZVL19O,2021
RUDN,24153,IV0NKIWJHP,2018
RUDN,24153,IEATJVO3IE,2021
